title,artist,rank,genre,year
Young Dumb & Broke,Khalid,66,pop,2018
Medicine,Queen Naija,67,pop,2018
KOD,J. Cole,68,pop,2018
Bank Account,21 Savage,69,pop,2018
Ball For Me,Post Malone Featuring Nicki Minaj,70,pop,2018
Lucky You,Eminem Featuring Joyner Lucas,71,pop,2018
Red Roses,Lil Skies Featuring Landon Cube,72,pop,2018
Betrayed,Lil Xan,73,pop,2018
OTW,"Khalid, Ty Dolla $ign & 6LACK",74,pop,2018
Esskeetit,Lil Pump,75,pop,2018
Everyday,Logic & Marshmello,76,pop,2018
Narcos,Migos,77,pop,2018
Lie,NF,78,pop,2018
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",79,pop,2018
ZEZE,Kodak Black Featuring Travis Scott & Offset,80,pop,2018
Nowadays,Lil Skies Featuring Landon Cube,81,pop,2018
That's On Me,Yella Beezy,82,pop,2018
Killshot,Eminem,83,pop,2018
Codeine Dreaming,Kodak Black Featuring Lil Wayne,84,pop,2018
The Weekend,SZA,85,pop,2018
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,86,pop,2018
Drip,Cardi B Featuring Migos,87,pop,2018
No Smoke,YoungBoy Never Broke Again,88,pop,2018
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,89,pop,2018
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,90,pop,2018
Best Part,Daniel Caesar Featuring H.E.R.,91,pop,2018
Kooda,6ix9ine,92,pop,2018
W O R K I N  M E,Quavo,93,pop,2018
Mob Ties,Drake,94,pop,2018
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,95,pop,2018
All Mine,Kanye West,96,pop,2018
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,97,pop,2018
Stargazing,Travis Scott,98,pop,2018
Uproar,Lil Wayne,99,pop,2018
F**k Love,XXXTENTACION Featuring Trippie Redd,100,pop,2018
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,pop,2019
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,pop,2019
Talk,Khalid,3,pop,2019
Wow.,Post Malone,4,pop,2019
Truth Hurts,Lizzo,5,pop,2019
Sicko Mode,Travis Scott,6,pop,2019
No Guidance,Chris Brown Featuring Drake,7,pop,2019
Middle Child,J. Cole,8,pop,2019
Going Bad,Meek Mill Featuring Drake,9,pop,2019
Ran$om,Lil Tecca,10,pop,2019
Suge,DaBaby,11,pop,2019
Better,Khalid,12,pop,2019
Goodbyes,Post Malone Featuring Young Thug,13,pop,2019
ZEZE,Kodak Black Featuring Travis Scott & Offset,14,pop,2019
Money In The Grave,Drake Featuring Rick Ross,15,pop,2019
Drip Too Hard,Lil Baby & Gunna,16,pop,2019
Please Me,Cardi B & Bruno Mars,17,pop,2019
Money,Cardi B,18,pop,2019
A Lot,21 Savage,19,pop,2019
Panini,Lil Nas X,20,pop,2019
Thotiana,Blueface,21,pop,2019
Pop Out,Polo G Featuring Lil Tjay,22,pop,2019
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,23,pop,2019
Pure Water,Mustard & Migos,24,pop,2019
Look Back At It,A Boogie Wit da Hoodie,25,pop,2019
Mo Bamba,Sheck Wes,26,pop,2019
Envy Me,Calboy,27,pop,2019
Act Up,City Girls,28,pop,2019
The London,"Young Thug, J. Cole & Travis Scott",29,pop,2019
Murder On My Mind,YNW Melly,30,pop,2019
Leave Me Alone,Flipp Dinero,31,pop,2019
My Type,Saweetie,32,pop,2019
Worth It,YK Osiris,33,pop,2019
Better Now,Post Malone,34,pop,2019
Close Friends,Lil Baby,35,pop,2019
Clout,Offset Featuring Cardi B,36,pop,2019
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,37,pop,2019
Baby,Lil Baby & DaBaby,38,pop,2019
Trip,Ella Mai,39,pop,2019
Shotta Flow,NLE Choppa,40,pop,2019
Cash Shit,Megan Thee Stallion Featuring DaBaby,41,pop,2019
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",42,pop,2019
Robbery,Juice WRLD,43,pop,2019
Lucid Dreams,Juice WRLD,44,pop,2019
Go Loko,"YG, Tyga & Jon Z",45,pop,2019
EARFQUAKE,"Tyler, The Creator",46,pop,2019
Good As Hell,Lizzo,47,pop,2019
Girls Need Love,Summer Walker X Drake,48,pop,2019
Mixed Personalities,YNW Melly Featuring Kanye West,49,pop,2019
On Chill,Wale Featuring Jeremih,50,pop,2019
Sanguine Paradise,Lil Uzi Vert,51,pop,2019
Hot,Young Thug Featuring Gunna,52,pop,2019
Put A Date On It,Yo Gotti Featuring Lil Baby,53,pop,2019
Armed And Dangerous,Juice WRLD,54,pop,2019
Press,Cardi B,55,pop,2019
Calling My Spirit,Kodak Black,56,pop,2019
Twerk,City Girls Featuring Cardi B,57,pop,2019
Ballin',Mustard & Roddy Ricch,58,pop,2019
Backin' It Up,Pardison Fontaine Featuring Cardi B,59,pop,2019
Uproar,Lil Wayne,60,pop,2019
Pure Cocaine,Lil Baby,61,pop,2019
Lalala,Y2K & bbno$,62,pop,2019
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,63,pop,2019
Time,NF,64,pop,2019
HIGHEST IN THE ROOM,Travis Scott,65,pop,2019
24/7,Meek Mill Featuring Ella Mai,66,pop,2019
Big Ole Freak,Megan Thee Stallion,67,pop,2019
Just Us,DJ Khaled Featuring SZA,68,pop,2019
Before I Let Go,Beyonce,69,pop,2019
Saturday Nights,Khalid & Kane Brown,70,pop,2019
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,71,pop,2019
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,72,pop,2019
Shot Clock,Ella Mai,73,pop,2019
Baby Sitter,DaBaby Featuring Offset,74,pop,2019
Playing Games,Summer Walker,75,pop,2019
BAD!,XXXTENTACION,76,pop,2019
Undecided,Chris Brown,77,pop,2019
Talk To Me,Tory Lanez & Rich The Kid,78,pop,2019
Faucet Failure,Ski Mask The Slump God,79,pop,2019
It's You,Ali Gatie,80,pop,2019
223's,YNW Melly & 9lokknine,81,pop,2019
Bandit,Juice WRLD & YoungBoy Never Broke Again,82,pop,2019
Heat,Chris Brown Featuring Gunna,83,pop,2019
Enemies,Post Malone Featuring DaBaby,84,pop,2019
Homicide,Logic Featuring Eminem,85,pop,2019
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,86,pop,2019
No Stylist,French Montana Featuring Drake,87,pop,2019
Ring,Cardi B Featuring Kehlani,88,pop,2019
F.N,Lil Tjay,89,pop,2019
Juice,Lizzo,90,pop,2019
You,Jacquees,91,pop,2019
Rodeo,Lil Nas X & Cardi B Or Nas,92,pop,2019
Camelot,NLE Choppa,93,pop,2019
Nights Like This,Kehlani Featuring Ty Dolla $ign,94,pop,2019
Tap,NAV Featuring Meek Mill,95,pop,2019
Hot Girl Bummer,blackbear,96,pop,2019
Bad Bad Bad,Young Thug Featuring Lil Baby,97,pop,2019
INTRO,DaBaby,98,pop,2019
Lost In The Fire,Gesaffelstein & The Weeknd,99,pop,2019
I,Lil Skies,100,pop,2019
Blinding Lights,The Weeknd,1,pop,2020
The Box,Roddy Ricch,2,pop,2020
Rockstar,DaBaby Featuring Roddy Ricch,3,pop,2020
Life Is Good,Future Featuring Drake,4,pop,2020
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",5,pop,2020
Roxanne,Arizona Zervas,6,pop,2020
Savage,Megan Thee Stallion,7,pop,2020
Say So,Doja Cat,8,pop,2020
Intentions,Justin Bieber Featuring Quavo,9,pop,2020
WAP,Cardi B Featuring Megan Thee Stallion,10,pop,2020
Heartless,The Weeknd,11,pop,2020
Toosie Slide,Drake,12,pop,2020
Blueberry Faygo,Lil Mosey,13,pop,2020
BOP,DaBaby,14,pop,2020
Go Crazy,Chris Brown & Young Thug,15,pop,2020
Good As Hell,Lizzo,16,pop,2020
Hot Girl Bummer,blackbear,17,pop,2020
Falling,Trevor Daniel,18,pop,2020
Woah,Lil Baby,19,pop,2020
Laugh Now Cry Later,Drake Featuring Lil Durk,20,pop,2020
Ballin',Mustard & Roddy Ricch,21,pop,2020
High Fashion,Roddy Ricch Featuring Mustard,22,pop,2020
HIGHEST IN THE ROOM,Travis Scott,23,pop,2020
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,24,pop,2020
Sum 2 Prove,Lil Baby,25,pop,2020
Heart On Ice,Rod Wave,26,pop,2020
We Paid,Lil Baby & 42 Dugg,27,pop,2020
Yummy,Justin Bieber,28,pop,2020
Godzilla,Eminem Featuring Juice WRLD,29,pop,2020
Emotionally Scarred,Lil Baby,30,pop,2020
Bandit,Juice WRLD & YoungBoy Never Broke Again,31,pop,2020
Party Girl,StaySolidRocky,32,pop,2020
Suicidal,YNW Melly & Juice WRLD,33,pop,2020
Popstar,DJ Khaled Featuring Drake,34,pop,2020
Hot,Young Thug Featuring Gunna,35,pop,2020
The Bigger Picture,Lil Baby,36,pop,2020
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,37,pop,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",38,pop,2020
Dior,Pop Smoke,39,pop,2020
Mood Swings,Pop Smoke Featuring Lil Tjay,40,pop,2020
Rags2Riches,Rod Wave Featuring ATR Son Son,41,pop,2020
No Guidance,Chris Brown Featuring Drake,42,pop,2020
Slide,H.E.R. Featuring YG,43,pop,2020
Juicy,Doja Cat & Tyga,44,pop,2020
Wishing Well,Juice WRLD,45,pop,2020
P*$$y Fairy (OTW),Jhene Aiko,46,pop,2020
BEST ON EARTH,Russ & BIA,47,pop,2020
Said Sum,Moneybagg Yo,48,pop,2020
Walk Em Down,NLE Choppa Featuring Roddy Ricch,49,pop,2020
Out West,JACKBOYS Featuring Young Thug,50,pop,2020
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,51,pop,2020
Panini,Lil Nas X,52,pop,2020
Tap In,Saweetie,53,pop,2020
Girls In The Hood,Megan Thee Stallion,54,pop,2020
Like That,Doja Cat Featuring Gucci Mane,55,pop,2020
Righteous,Juice WRLD,56,pop,2020
On Chill,Wale Featuring Jeremih,57,pop,2020
VIBEZ,DaBaby,58,pop,2020
Futsal Shuffle 2020,Lil Uzi Vert,59,pop,2020
After Party,Don Toliver,60,pop,2020
Gooba,6ix9ine,61,pop,2020
Greece,DJ Khaled Featuring Drake,62,pop,2020
Dollaz On My Head,Gunna Featuring Young Thug,63,pop,2020
Playing Games,Summer Walker,64,pop,2020
Chicago Freestyle,Drake Featuring Giveon,65,pop,2020
B.S.,Jhene Aiko Featuring H.E.R.,66,pop,2020
Baby,Lil Baby & DaBaby,67,pop,2020
Truth Hurts,Lizzo,68,pop,2020
Need It,Migos Featuring YoungBoy Never Broke Again,69,pop,2020
3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,70,pop,2020
Heat,Chris Brown Featuring Gunna,71,pop,2020
Make No Sense,YoungBoy Never Broke Again,72,pop,2020
No Idea,Don Toliver,73,pop,2020
What You Know Bout Love,Pop Smoke,74,pop,2020
Believe It,PARTYNEXTDOOR & Rihanna,75,pop,2020
Camelot,NLE Choppa,76,pop,2020
Smile,Juice WRLD & The Weeknd,77,pop,2020
That Way,Lil Uzi Vert,78,pop,2020
Don't Rush,Young T & Bugsey Featuring Headie One,79,pop,2020
Got It On Me,Pop Smoke,80,pop,2020
Come Thru,Summer Walker & Usher,81,pop,2020
24,Money Man Featuring Lil Baby,82,pop,2020
Flex,Polo G Featuring Juice WRLD,83,pop,2020
Jerry Sprunger,Tory Lanez & T-Pain,84,pop,2020
Easy,DaniLeigh Featuring Chris Brown,85,pop,2020
Start Wit Me,Roddy Ricch & Gunna,86,pop,2020
Franchise,Travis Scott Featuring Young Thug & M.I.A.,87,pop,2020
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,88,pop,2020
Girl Of My Dreams,Rod Wave,89,pop,2020
Martin & Gina,Polo G,90,pop,2020
Turks,"NAV, Gunna & Travis Scott",91,pop,2020
Do It,Chloe X Halle,92,pop,2020
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",93,pop,2020
B.I.T.C.H.,Megan Thee Stallion,94,pop,2020
Grace,Lil Baby & 42 Dugg,95,pop,2020
Kacey Talk,YoungBoy Never Broke Again,96,pop,2020
223's,YNW Melly & 9lokknine,97,pop,2020
Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,98,pop,2020
Myron,Lil Uzi Vert,99,pop,2020
Enemies,Post Malone Featuring DaBaby,100,pop,2020
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,pop,2021
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2,pop,2021
Astronaut In The Ocean,Masked Wolf,3,pop,2021
Up,Cardi B,4,pop,2021
Go Crazy,Chris Brown & Young Thug,5,pop,2021
Industry Baby,Lil Nas X & Jack Harlow,6,pop,2021
Rapstar,Polo G,7,pop,2021
Blinding Lights,The Weeknd,8,pop,2021
Calling My Phone,Lil Tjay Featuring 6LACK,9,pop,2021
Heartbreak Anniversary,Giveon,10,pop,2021
What You Know Bout Love,Pop Smoke,11,pop,2021
Best Friend,Saweetie Featuring Doja Cat,12,pop,2021
Wants And Needs,Drake Featuring Lil Baby,13,pop,2021
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,14,pop,2021
Wockesha,Moneybagg Yo,15,pop,2021
On Me,Lil Baby,16,pop,2021
You Right,Doja Cat & The Weeknd,17,pop,2021
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,18,pop,2021
Way 2 Sexy,Drake Featuring Future & Young Thug,19,pop,2021
Whoopty,CJ,20,pop,2021
Good Days,SZA,21,pop,2021
Body,Megan Thee Stallion,22,pop,2021
Back In Blood,Pooh Shiesty Featuring Lil Durk,23,pop,2021
You're Mines Still,Yung Bleu Featuring Drake,24,pop,2021
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,25,pop,2021
Laugh Now Cry Later,Drake Featuring Lil Durk,26,pop,2021
Time Today,Moneybagg Yo,27,pop,2021
Essence,Wizkid Featuring Justin Bieber & Tems,28,pop,2021
What's Next,Drake,29,pop,2021
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,30,pop,2021
Streets,Doja Cat,31,pop,2021
Late At Night,Roddy Ricch,32,pop,2021
Thot Shit,Megan Thee Stallion,33,pop,2021
Cry Baby,Megan Thee Stallion Featuring DaBaby,34,pop,2021
Track Star,Mooski,35,pop,2021
No More Parties,Coi Leray Featuring Lil Durk,36,pop,2021
Knife Talk,Drake Featuring 21 Savage & Project Pat,37,pop,2021
Tombstone,Rod Wave,38,pop,2021
Throat Baby (Go Baby),BRS Kash,39,pop,2021
Girls Want Girls,Drake Featuring Lil Baby,40,pop,2021
Whole Lotta Money,BIA Featuring Nicki Minaj,41,pop,2021
WAP,Cardi B Featuring Megan Thee Stallion,42,pop,2021
my.life,"J. Cole, 21 Savage & Morray",43,pop,2021
Ski,Young Thug & Gunna,44,pop,2021
Damage,H.E.R.,45,pop,2021
Wild Side,Normani Featuring Cardi B,46,pop,2021
Fair Trade,Drake Featuring Travis Scott,47,pop,2021
Ain't Shit,Doja Cat,48,pop,2021
Rockstar,DaBaby Featuring Roddy Ricch,49,pop,2021
Tyler Herro,Jack Harlow,50,pop,2021
Holiday,Lil Nas X,51,pop,2021
Quicksand,Morray,52,pop,2021
2055,Sleepy Hallow,53,pop,2021
Street Runner,Rod Wave,54,pop,2021
Hurricane,Kanye West,55,pop,2021
Pick Up Your Feelings,Jazmine Sullivan,56,pop,2021
4 Da Gang,42 Dugg & Roddy Ricch,57,pop,2021
Masterpiece,DaBaby,58,pop,2021
Straightenin,Migos,59,pop,2021
Come Through,H.E.R. Featuring Chris Brown,60,pop,2021
Miss The Rage,Trippie Redd & Playboi Carti,61,pop,2021
Gyalis,Capella Grey,62,pop,2021
Drankin N Smokin,Future & Lil Uzi Vert,63,pop,2021
Took Her To The O,King Von,64,pop,2021
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,65,pop,2021
Family Ties,Baby Keem & Kendrick Lamar,66,pop,2021
Buss It,Erica Banks,67,pop,2021
Champagne Poetry,Drake,68,pop,2021
Woman,Doja Cat,69,pop,2021
Motley Crew,Post Malone,70,pop,2021
Back To The Streets,Saweetie Featuring Jhene Aiko,71,pop,2021
Rumors,Lizzo Featuring Cardi B,72,pop,2021
Moonwalking In Calabasas,DDG,73,pop,2021
Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,74,pop,2021
Said Sum,Moneybagg Yo,75,pop,2021
pride.is.the.devil,J. Cole & Lil Baby,76,pop,2021
Still Trappin',Lil Durk & King Von,77,pop,2021
Hats Off,"Lil Baby, Lil Durk & Travis Scott",78,pop,2021
No Friends In The Industry,Drake,79,pop,2021
Baddest,"Yung Bleu, Chris Brown & 2 Chainz",80,pop,2021
In The Bible,Drake Featuring Lil Durk & Giveon,81,pop,2021
Solid,Young Thug & Gunna Featuring Drake,82,pop,2021
B.S.,Jhene Aiko Featuring H.E.R.,83,pop,2021
Lemon Pepper Freestyle,Drake Featuring Rick Ross,84,pop,2021
Get Into It (Yuh),Doja Cat,85,pop,2021
Skate,Silk Sonic (Bruno Mars & Anderson .Paak),86,pop,2021
Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,87,pop,2021
Hellcats & Trackhawks,Lil Durk,88,pop,2021
You Got It,VEDO,89,pop,2021
Hit Different,SZA Featuring Ty Dolla $ign,90,pop,2021
TSU,Drake,91,pop,2021
Love All,Drake Featuring JAY-Z,92,pop,2021
Twerkulator,City Girls,93,pop,2021
Maybach,42 Dugg Featuring Future,94,pop,2021
Have Mercy,Chloe,95,pop,2021
Ball If I Want To,DaBaby,96,pop,2021
N 2 Deep,Drake Featuring Future,97,pop,2021
Outside,MO3 X OG Bobby Billions,98,pop,2021
WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",99,pop,2021
Rags2Riches,Rod Wave Featuring ATR Son Son,100,pop,2021
First Class,Jack Harlow,1,pop,2022
Wait For U,Future Featuring Drake & Tems,2,pop,2022
Big Energy,Latto,3,pop,2022
About Damn Time,Lizzo,4,pop,2022
Super Gremlin,Kodak Black,5,pop,2022
Industry Baby,Lil Nas X & Jack Harlow,6,pop,2022
Bad Habit,Steve Lacy,7,pop,2022
Jimmy Cooks,Drake Featuring 21 Savage,8,pop,2022
Woman,Doja Cat,9,pop,2022
Break My Soul,Beyonce,10,pop,2022
Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),11,pop,2022
I Hate U,SZA,12,pop,2022
Pushin P,Gunna & Future Featuring Young Thug,13,pop,2022
In A Minute,Lil Baby,14,pop,2022
Super Freaky Girl,Nicki Minaj,15,pop,2022
Hrs And Hrs,Muni Long,16,pop,2022
Knife Talk,Drake Featuring 21 Savage & Project Pat,17,pop,2022
Broadway Girls,Lil Durk Featuring Morgan Wallen,18,pop,2022
Puffin On Zootiez,Future,19,pop,2022
To The Moon!,JNR CHOI & Sam Tompkins,20,pop,2022
Way 2 Sexy,Drake Featuring Future & Young Thug,21,pop,2022
What Happened To Virgil,Lil Durk Featuring Gunna,22,pop,2022
Sleazy Flow,SleazyWorld Go Featuring Lil Baby,23,pop,2022
Girls Want Girls,Drake Featuring Lil Baby,24,pop,2022
Cooped Up,Post Malone Featuring Roddy Ricch,25,pop,2022
Sticky,Drake,26,pop,2022
Free Mind,Tems,27,pop,2022
Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",28,pop,2022
F.N.F. (Let's Go),Hitkidd & GloRilla,29,pop,2022
Do We Have A Problem?,Nicki Minaj X Lil Baby,30,pop,2022
No Love,Summer Walker & SZA,31,pop,2022
Right On,Lil Baby,32,pop,2022
Staying Alive,DJ Khaled Featuring Drake & Lil Baby,33,pop,2022
Peru,Fireboy DML & Ed Sheeran,34,pop,2022
Essence,Wizkid Featuring Justin Bieber & Tems,35,pop,2022
You Right,Doja Cat & The Weeknd,36,pop,2022
Freaky Deaky,Tyga X Doja Cat,37,pop,2022
By Your Side,Rod Wave,38,pop,2022
Ahhh Ha,Lil Durk,39,pop,2022
Cuff It,Beyonce,40,pop,2022
Me Or Sum,"Nardo Wick, Lil Baby & Future",41,pop,2022
Hotel Lobby (Unc And Phew),Quavo & Takeoff,42,pop,2022
Get Into It (Yuh),Doja Cat,43,pop,2022
Pressure,Ari Lennox,44,pop,2022
Nail Tech,Jack Harlow,45,pop,2022
Under The Influence,Chris Brown,46,pop,2022
Hot Shit,"Cardi B, Ye & Lil Durk",47,pop,2022
Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",48,pop,2022
Die For You,The Weeknd,49,pop,2022
Sacrifice,The Weeknd,50,pop,2022
Silent Hill,Kendrick Lamar & Kodak Black,51,pop,2022
Banking On Me,Gunna,52,pop,2022
P Power,Gunna Featuring Drake,53,pop,2022
Have Mercy,Chloe,54,pop,2022
N95,Kendrick Lamar,55,pop,2022
Handsomer,Russ Featuring Ktlyn,56,pop,2022
For Tonight,Giveon,57,pop,2022
Scorpio,Moneybagg Yo,58,pop,2022
Plan B,Megan Thee Stallion,59,pop,2022
All Mine,Brent Faiyaz,60,pop,2022
Hate Our Love,Queen Naija & Big Sean,61,pop,2022
Too Easy,Gunna & Future,62,pop,2022
City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",63,pop,2022
Love You Better,Future,64,pop,2022
Out Of Time,The Weeknd,65,pop,2022
Tomorrow 2,GloRilla & Cardi B,66,pop,2022
Rumors,Gucci Mane Featuring Lil Durk,67,pop,2022
Dah Dah DahDah,Nardo Wick,68,pop,2022
Beautiful Lies,Yung Bleu & Kehlani,69,pop,2022
DFMU,Ella Mai,70,pop,2022
Wild Side,Normani Featuring Cardi B,71,pop,2022
Chosen,Blxst & Tyga Featuring Ty Dolla $ign,72,pop,2022
Good Love,City Girls & Usher,73,pop,2022
Cash In Cash Out,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator",74,pop,2022
Bad Man (Smooth Criminal),Polo G,75,pop,2022
Bubbly,Young Thug With Drake & Travis Scott,76,pop,2022
See Wat I'm Sayin,Moneybagg Yo,77,pop,2022
Billie Eilish.,Armani White,78,pop,2022
Family Ties,Baby Keem & Kendrick Lamar,79,pop,2022
I'm On One,Future Featuring Drake,80,pop,2022
Already Dead,Juice WRLD,81,pop,2022
Alone,Rod Wave,82,pop,2022
Alien Superstar,Beyonce,83,pop,2022
Fair Trade,Drake Featuring Travis Scott,84,pop,2022
Gotta Move On,Diddy & Bryson Tiller,85,pop,2022
Megan's Piano,Megan Thee Stallion,86,pop,2022
Money So Big,Yeat,87,pop,2022
Poke It Out,Wale Featuring J. Cole,88,pop,2022
Static,Steve Lacy,89,pop,2022
Don't Play That,King Von & 21 Savage,90,pop,2022
True Love,Kanye West & XXXTENTACION,91,pop,2022
Worst Day,Future,92,pop,2022
712PM,Future,93,pop,2022
Iffy,Chris Brown,94,pop,2022
Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,95,pop,2022
Scared Money,YG Featuring J. Cole & Moneybagg Yo,96,pop,2022
Freestyle,Lil Baby,97,pop,2022
Ex For A Reason,Summer Walker & JT,98,pop,2022
Over,Lucky Daye,99,pop,2022
Vette Motors,YoungBoy Never Broke Again,100,pop,2022
