genre,word,count,percentage
Christian,child,81,12.2
Christian,sin,81,12.2
Christian,grave,80,12.0
Christian,rise,80,12.0
Christian,arm,79,11.899999999999999
Christian,doubt,79,11.899999999999999
Christian,father,79,11.899999999999999
Christian,death,78,11.700000000000001
Christian,head,77,11.600000000000001
Christian,dark,76,11.4
Christian,freedom,76,11.4
Christian,people,75,11.3
Christian,speak,75,11.3
Christian,trust,74,11.1
Christian,afraid,73,11.0
Christian,lift,72,10.8
Christian,living,72,10.8
Christian,shame,72,10.8
Christian,shadow,71,10.7
Christian,story,71,10.7
Christian,door,70,10.5
Christian,glory,70,10.5
Christian,mind,69,10.4
Christian,plan,69,10.4
Christian,chain,68,10.2
Christian,knee,68,10.2
Christian,road,68,10.2
Christian,sound,67,10.100000000000001
Christian,true,67,10.100000000000001
Christian,coming,66,9.9
Christian,ground,66,9.9
Christian,hallelujah,66,9.9
Christian,holy,66,9.9
Christian,lay,66,9.9
Christian,peace,66,9.9
Christian,running,66,9.9
Christian,told,66,9.9
Christian,wide,66,9.9
Christian,morning,65,9.8
Christian,reason,65,9.8
Christian,storm,65,9.8
Christian,strong,65,9.8
Christian,dream,64,9.6
Christian,holding,64,9.6
Christian,son,64,9.6
Christian,stay,64,9.6
Christian,sun,64,9.6
Christian,tear,64,9.6
Christian,spirit,63,9.5
Christian,standing,63,9.5
Christian,friend,62,9.3
Christian,rain,62,9.3
Christian,lose,61,9.2
Christian,feeling,60,9.0
Christian,remember,60,9.0
Christian,valley,59,8.9
Christian,battle,58,8.7
Christian,breathe,58,8.7
Christian,great,58,8.7
Christian,loved,58,8.7
Christian,oh-oh,58,8.7
Christian,victory,58,8.7
Christian,work,58,8.7
Christian,healing,57,8.6
Christian,hey,57,8.6
Christian,singing,57,8.6
Christian,sky,57,8.6
Christian,wrong,57,8.6
Christian,beautiful,56,8.4
Christian,calling,56,8.4
Christian,forget,56,8.4
Christian,i’m,56,8.4
Christian,save,56,8.4
Christian,step,56,8.4
Christian,worship,56,8.4
Christian,heard,55,8.3
Christian,wall,54,8.1
Christian,faithful,53,8.0
Christian,stone,53,8.0
Christian,amazing,52,7.8
Christian,called,52,7.8
Christian,savior,52,7.8
Christian,single,52,7.8
Christian,hurt,51,7.7
Christian,real,51,7.7
Christian,wave,51,7.7
Christian,earth,50,7.5
Christian,rest,50,7.5
Christian,waiting,50,7.5
Christian,close,49,7.3999999999999995
Christian,kind,49,7.3999999999999995
Christian,ocean,49,7.3999999999999995
Christian,perfect,48,7.199999999999999
Christian,pray,48,7.199999999999999
Christian,understand,48,7.199999999999999
Christian,win,48,7.199999999999999
Christian,blood,47,7.1
Christian,carry,47,7.1
Christian,control,47,7.1
Christian,held,47,7.1
Christian,hide,47,7.1
Christian,surrender,47,7.1
Christian,christ,46,6.9
Christian,die,46,6.9
Christian,fighting,46,6.9
Christian,rock,46,6.9
Christian,safe,46,6.9
Christian,today,46,6.9
Christian,weight,46,6.9
Christian,brought,45,6.800000000000001
Christian,burden,45,6.800000000000001
Christian,changed,45,6.800000000000001
Christian,greater,45,6.800000000000001
Christian,hit,45,6.800000000000001
Christian,wake,45,6.800000000000001
Christian,kingdom,44,6.6000000000000005
Christian,sea,44,6.6000000000000005
Christian,shine,44,6.6000000000000005
Christian,care,43,6.5
Christian,lead,43,6.5
Christian,scar,43,6.5
Christian,worth,43,6.5
Christian,saved,42,6.3
Christian,wait,42,6.3
Christian,war,42,6.3
Christian,you’re,42,6.3
Christian,bow,41,6.2
Christian,kid,41,6.2
Christian,mistake,41,6.2
Christian,presence,41,6.2
Christian,born,40,6.0
Christian,don’t,40,6.0
Christian,star,40,6.0
Christian,woah,40,6.0
Christian,can’t,39,5.8999999999999995
Christian,church,39,5.8999999999999995
Christian,future,39,5.8999999999999995
Christian,miracle,39,5.8999999999999995
Christian,piece,39,5.8999999999999995
Christian,prayer,39,5.8999999999999995
Christian,reach,39,5.8999999999999995
Christian,shout,39,5.8999999999999995
Christian,talk,39,5.8999999999999995
Christian,way,39,5.8999999999999995
Christian,wind,39,5.8999999999999995
Christian,year,39,5.8999999999999995
Christian,ahead,38,5.7
Christian,beat,38,5.7
Christian,beauty,38,5.7
Christian,breaking,38,5.7
Christian,felt,38,5.7
Christian,river,38,5.7
Christian,sorrow,38,5.7
Christian,trouble,38,5.7
Christian,weak,38,5.7
Christian,angel,37,5.6000000000000005
Christian,sight,37,5.6000000000000005
Christian,walked,37,5.6000000000000005
Christian,walking,37,5.6000000000000005
Christian,white,37,5.6000000000000005
Christian,bad,36,5.4
Christian,blessing,36,5.4
Christian,dry,36,5.4
Christian,enemy,36,5.4
Christian,fail,36,5.4
Christian,moving,36,5.4
Christian,season,36,5.4
Christian,tryna,36,5.4
Christian,darkest,35,5.3
Christian,hell,35,5.3
Christian,pull,35,5.3
Christian,there’s,35,5.3
Christian,bone,34,5.1
Christian,crown,34,5.1
Christian,follow,34,5.1
Christian,higher,34,5.1
Christian,house,34,5.1
Christian,making,34,5.1
Christian,middle,34,5.1
Christian,shake,34,5.1
Christian,watch,34,5.1
Christian,weary,34,5.1
Christian,west,34,5.1
Christian,answer,33,5.0
Christian,belong,33,5.0
Christian,boy,33,5.0
Christian,brand,33,5.0
Christian,family,33,5.0
Christian,it’s,33,5.0
Christian,land,33,5.0
Christian,late,33,5.0
Christian,listen,33,5.0
Christian,point,33,5.0
Christian,sweet,33,5.0
Christian,tired,33,5.0
Christian,whisper,33,5.0
Christian,air,32,4.8
Christian,brother,32,4.8
Christian,chance,32,4.8
Christian,deserve,32,4.8
Christian,flood,32,4.8
Christian,knew,32,4.8
Christian,price,32,4.8
Christian,question,32,4.8
Christian,room,32,4.8
Christian,stronger,32,4.8
Christian,25you,31,4.7
Christian,black,31,4.7
Christian,blind,31,4.7
Christian,bout,31,4.7
Christian,dance,31,4.7
Christian,falling,31,4.7
Christian,finally,31,4.7
Christian,heavy,31,4.7
Christian,mighty,31,4.7
Christian,tomorrow,31,4.7
Christian,tonight,31,4.7
Christian,woo,31,4.7
Christian,worry,31,4.7
Christian,alright,30,4.5
Christian,ash,30,4.5
Christian,baby,30,4.5
Christian,choose,30,4.5
Christian,count,30,4.5
Christian,devil,30,4.5
Christian,mile,30,4.5
Christian,rising,30,4.5
Christian,till,30,4.5
Christian,wanted,30,4.5
Christian,22you,29,4.3999999999999995
Christian,big,29,4.3999999999999995
Christian,goodness,29,4.3999999999999995
Christian,meant,29,4.3999999999999995
Christian,sinner,29,4.3999999999999995
Christian,thinking,29,4.3999999999999995
Christian,turned,29,4.3999999999999995
Christian,y'all,29,4.3999999999999995
Christian,call,28,4.2
Christian,chris,28,4.2
Christian,fade,28,4.2
Christian,failure,28,4.2
Christian,forgive,28,4.2
Christian,god's,28,4.2
Christian,heal,28,4.2
Christian,hour,28,4.2
Christian,longer,28,4.2
Christian,prison,28,4.2
Christian,throw,28,4.2
Christian,breathing,27,4.1000000000000005
Christian,clear,27,4.1000000000000005
Christian,country,27,4.1000000000000005
Christian,flame,27,4.1000000000000005
Christian,overcome,27,4.1000000000000005
Christian,raise,27,4.1000000000000005
Christian,rescue,27,4.1000000000000005
Christian,struggle,27,4.1000000000000005
Christian,working,27,4.1000000000000005
Christian,body,26,3.9
Christian,bright,26,3.9
Christian,catch,26,3.9
Christian,cry,26,3.9
Christian,died,26,3.9
Christian,drop,26,3.9
Christian,end,26,3.9
Christian,honest,26,3.9
Christian,i’ve,26,3.9
Christian,lifted,26,3.9
Christian,meet,26,3.9
Christian,oh-oh-oh,26,3.9
Christian,paid,26,3.9
Christian,purpose,26,3.9
Christian,regret,26,3.9
Christian,run,26,3.9
Christian,silence,26,3.9
Christian,smile,26,3.9
Christian,young,26,3.9
Christian,beating,25,3.8
Christian,burn,25,3.8
Christian,captive,25,3.8
Christian,carried,25,3.8
Christian,clean,25,3.8
Christian,daigle,25,3.8
Christian,deeper,25,3.8
Christian,forgiven,25,3.8
Christian,guess,25,3.8
Christian,i’ll,25,3.8
Christian,lauren,25,3.8
Christian,lot,25,3.8
Christian,met,25,3.8
Christian,rich,25,3.8
Christian,rose,25,3.8
Christian,street,25,3.8
Christian,tomlin,25,3.8
Christian,turning,25,3.8
Christian,ayy,24,3.5999999999999996
Christian,barely,24,3.5999999999999996
Christian,bigger,24,3.5999999999999996
Christian,bought,24,3.5999999999999996
Christian,brings,24,3.5999999999999996
Christian,broke,24,3.5999999999999996
Christian,chasing,24,3.5999999999999996
Christian,elevation,24,3.5999999999999996
Christian,girl,24,3.5999999999999996
Christian,hurting,24,3.5999999999999996
Christian,lamb,24,3.5999999999999996
Christian,mess,24,3.5999999999999996
Christian,money,24,3.5999999999999996
Christian,roll,24,3.5999999999999996
Christian,searching,24,3.5999999999999996
Christian,send,24,3.5999999999999996
Christian,sleep,24,3.5999999999999996
Christian,started,24,3.5999999999999996
Christian,summer,24,3.5999999999999996
Christian,take,24,3.5999999999999996
Christian,touch,24,3.5999999999999996
Christian,worthy,24,3.5999999999999996
Christian,wound,24,3.5999999999999996
Christian,114you,23,3.5000000000000004
Christian,31you,23,3.5000000000000004
Christian,buy,23,3.5000000000000004
Christian,climb,23,3.5000000000000004
Christian,crazy,23,3.5000000000000004
Christian,creation,23,3.5000000000000004
Christian,daughter,23,3.5000000000000004
Christian,desert,23,3.5000000000000004
Christian,dust,23,3.5000000000000004
Christian,fast,23,3.5000000000000004
Christian,forgiveness,23,3.5000000000000004
Christian,gold,23,3.5000000000000004
Christian,kill,23,3.5000000000000004
Christian,knowing,23,3.5000000000000004
Christian,leaf,23,3.5000000000000004
Christian,lion,23,3.5000000000000004
Christian,livin,23,3.5000000000000004
Christian,lonely,23,3.5000000000000004
Christian,loud,23,3.5000000000000004
Christian,music,23,3.5000000000000004
Christian,opened,23,3.5000000000000004
Christian,picture,23,3.5000000000000004
Christian,play,23,3.5000000000000004
Christian,pride,23,3.5000000000000004
Christian,red,23,3.5000000000000004
Christian,remains,23,3.5000000000000004
Christian,roar,23,3.5000000000000004
Christian,slave,23,3.5000000000000004
Christian,straight,23,3.5000000000000004
Christian,sunday,23,3.5000000000000004
Christian,won’t,23,3.5000000000000004
Christian,worst,23,3.5000000000000004
Christian,****,22,3.3000000000000003
Christian,34you,22,3.3000000000000003
Christian,52you,22,3.3000000000000003
Christian,bear,22,3.3000000000000003
Christian,cut,22,3.3000000000000003
Christian,fell,22,3.3000000000000003
Christian,floor,22,3.3000000000000003
Christian,heartache,22,3.3000000000000003
Christian,impossible,22,3.3000000000000003
Christian,mama,22,3.3000000000000003
Christian,measure,22,3.3000000000000003
Christian,pulled,22,3.3000000000000003
Christian,saint,22,3.3000000000000003
Christian,steal,22,3.3000000000000003
Christian,built,21,3.2
Christian,caught,21,3.2
Christian,closer,21,3.2
Christian,cloud,21,3.2
Christian,cold,21,3.2
Christian,cup,21,3.2
Christian,drive,21,3.2
Christian,drown,21,3.2
Christian,flow,21,3.2
Christian,goin,21,3.2
Christian,key,21,3.2
Christian,lived,21,3.2
Christian,minute,21,3.2
Christian,needed,21,3.2
Christian,pas,21,3.2
Christian,poor,21,3.2
Christian,push,21,3.2
Christian,reign,21,3.2
Christian,salvation,21,3.2
Christian,share,21,3.2
Christian,sit,21,3.2
Christian,small,21,3.2
Christian,spoke,21,3.2
Christian,telling,21,3.2
Christian,tight,21,3.2
Christian,wash,21,3.2
Christian,yo,21,3.2
Christian,ashamed,20,3.0
Christian,believed,20,3.0
Christian,burning,20,3.0
Christian,casting,20,3.0
Christian,chase,20,3.0
Christian,city,20,3.0
Christian,dancing,20,3.0
Christian,easy,20,3.0
Christian,endless,20,3.0
Christian,fly,20,3.0
Christian,gate,20,3.0
Christian,goodbye,20,3.0
Christian,hopeless,20,3.0
Christian,huh,20,3.0
Christian,news,20,3.0
Christian,ooh-ooh,20,3.0
Christian,quiet,20,3.0
Christian,race,20,3.0
Christian,ready,20,3.0
Christian,seek,20,3.0
Christian,separate,20,3.0
Christian,shoulder,20,3.0
Christian,sign,20,3.0
Christian,stage,20,3.0
Christian,stream,20,3.0
Christian,table,20,3.0
Christian,throne,20,3.0
Christian,treasure,20,3.0
Christian,unknown,20,3.0
Christian,weapon,20,3.0
Christian,whoa,20,3.0
Christian,amen,19,2.9000000000000004
Christian,bed,19,2.9000000000000004
Christian,calm,19,2.9000000000000004
Christian,choice,19,2.9000000000000004
Christian,cover,19,2.9000000000000004
Christian,covered,19,2.9000000000000004
Christian,desire,19,2.9000000000000004
Christian,failed,19,2.9000000000000004
Christian,faithfulness,19,2.9000000000000004
Christian,finish,19,2.9000000000000004
Christian,game,19,2.9000000000000004
Christian,gospel,19,2.9000000000000004
Christian,grip,19,2.9000000000000004
Christian,hill,19,2.9000000000000004
Christian,imagine,19,2.9000000000000004
Christian,lung,19,2.9000000000000004
Christian,mark,19,2.9000000000000004
Christian,mystery,19,2.9000000000000004
Christian,ohh,19,2.9000000000000004
Christian,picked,19,2.9000000000000004
Christian,praying,19,2.9000000000000004
Christian,problem,19,2.9000000000000004
Christian,proof,19,2.9000000000000004
Christian,raised,19,2.9000000000000004
Christian,redeemed,19,2.9000000000000004
Christian,release,19,2.9000000000000004
Christian,shaken,19,2.9000000000000004
Christian,shining,19,2.9000000000000004
Christian,view,19,2.9000000000000004
Christian,vision,19,2.9000000000000004
Christian,weakness,19,2.9000000000000004
Christian,week,19,2.9000000000000004
Christian,woman,19,2.9000000000000004
Christian,you’ve,19,2.9000000000000004
Christian,‘cause,19,2.9000000000000004
Christian,awake,18,2.7
Christian,believing,18,2.7
Christian,beneath,18,2.7
Christian,bitter,18,2.7
Christian,blue,18,2.7
Christian,bringing,18,2.7
Christian,cool,18,2.7
Christian,evil,18,2.7
Christian,father's,18,2.7
Christian,feelin,18,2.7
Christian,generation,18,2.7
Christian,ghost,18,2.7
Christian,lookin,18,2.7
Christian,mm,18,2.7
Christian,pay,18,2.7
Christian,reaching,18,2.7
Christian,redemption,18,2.7
Christian,round,18,2.7
Christian,sand,18,2.7
Christian,scared,18,2.7
Christian,secret,18,2.7
Christian,shore,18,2.7
Christian,slow,18,2.7
Christian,supposed,18,2.7
Christian,talking,18,2.7
Christian,underneath,18,2.7
Christian,wild,18,2.7
Christian,winter,18,2.7
Christian,written,18,2.7
Christian,age,17,2.6
Christian,bit,17,2.6
Christian,brave,17,2.6
Christian,clothes,17,2.6
Christian,couple,17,2.6
Christian,demon,17,2.6
Christian,depth,17,2.6
Christian,figure,17,2.6
Christian,gift,17,2.6
Christian,hot,17,2.6
Christian,kindness,17,2.6
Christian,lean,17,2.6
Christian,mmm,17,2.6
Christian,pouring,17,2.6
Christian,prayed,17,2.6
Christian,read,17,2.6
Christian,remind,17,2.6
Christian,shot,17,2.6
Christian,shut,17,2.6
Christian,stood,17,2.6
Christian,surround,17,2.6
Christian,testify,17,2.6
Christian,waste,17,2.6
Christian,wear,17,2.6
Christian,zach,17,2.6
Christian,​for,17,2.6
Christian,brighter,16,2.4
Christian,buried,16,2.4
Christian,chest,16,2.4
Christian,comin,16,2.4
Christian,dare,16,2.4
Christian,deepest,16,2.4
Christian,draw,16,2.4
Christian,ear,16,2.4
Christian,edge,16,2.4
Christian,fake,16,2.4
Christian,fit,16,2.4
Christian,forgotten,16,2.4
Christian,giant,16,2.4
Christian,grow,16,2.4
Christian,guilty,16,2.4
Christian,history,16,2.4
Christian,letting,16,2.4
Christian,memory,16,2.4
Christian,mirror,16,2.4
Christian,moon,16,2.4
Christian,move,16,2.4
Christian,moved,16,2.4
Christian,nation,16,2.4
Christian,oh-ohh,16,2.4
Christian,pour,16,2.4
Christian,raging,16,2.4
Christian,receive,16,2.4
Christian,rolled,16,2.4
Christian,sayin,16,2.4
Christian,school,16,2.4
Christian,see,16,2.4
Christian,sell,16,2.4
Christian,sense,16,2.4
Christian,shaking,16,2.4
Christian,skin,16,2.4
Christian,tell,16,2.4
Christian,thunder,16,2.4
Christian,washed,16,2.4
Christian,woke,16,2.4
Christian,wrote,16,2.4
Christian,army,15,2.3
Christian,awe,15,2.3
Christian,blame,15,2.3
Christian,bound,15,2.3
Christian,comfort,15,2.3
Christian,condition,15,2.3
Christian,confess,15,2.3
Christian,defeated,15,2.3
Christian,doin,15,2.3
Christian,drink,15,2.3
Christian,early,15,2.3
Christian,fallen,15,2.3
Christian,filled,15,2.3
Christian,final,15,2.3
Christian,greatest,15,2.3
Christian,green,15,2.3
Christian,guide,15,2.3
Christian,harder,15,2.3
Christian,healer,15,2.3
Christian,honor,15,2.3
Christian,learned,15,2.3
Christian,letter,15,2.3
Christian,looked,15,2.3
Christian,losing,15,2.3
Christian,melody,15,2.3
Christian,mother,15,2.3
Christian,noise,15,2.3
Christian,orphan,15,2.3
Christian,path,15,2.3
Christian,pretty,15,2.3
Christian,prodigal,15,2.3
Christian,promised,15,2.3
Christian,religion,15,2.3
Christian,short,15,2.3
Christian,simple,15,2.3
Christian,space,15,2.3
Christian,spoken,15,2.3
Christian,store,15,2.3
Christian,stuck,15,2.3
Christian,suffering,15,2.3
Christian,swear,15,2.3
Christian,tasted,15,2.3
Christian,tobymac,15,2.3
Christian,tongue,15,2.3
Christian,torn,15,2.3
Christian,trial,15,2.3
Christian,tryin,15,2.3
Christian,vein,15,2.3
Christian,williams,15,2.3
Christian,almighty,14,2.1
Christian,altar,14,2.1
Christian,art,14,2.1
Christian,began,14,2.1
Christian,bless,14,2.1
Christian,blessed,14,2.1
Christian,blow,14,2.1
Christian,box,14,2.1
Christian,build,14,2.1
Christian,changing,14,2.1
Christian,chosen,14,2.1
Christian,closed,14,2.1
Christian,could've,14,2.1
Christian,dawn,14,2.1
Christian,desperate,14,2.1
Christian,escape,14,2.1
Christian,gun,14,2.1
Christian,happy,14,2.1
Christian,heaven's,14,2.1
Christian,laying,14,2.1
Christian,leading,14,2.1
Christian,learning,14,2.1
Christian,lip,14,2.1
Christian,louder,14,2.1
Christian,maker,14,2.1
Christian,motion,14,2.1
Christian,note,14,2.1
Christian,outta,14,2.1
Christian,phil,14,2.1
Christian,pick,14,2.1
Christian,precious,14,2.1
Christian,pretend,14,2.1
Christian,prove,14,2.1
Christian,rage,14,2.1
Christian,resurrection,14,2.1
Christian,ride,14,2.1
Christian,saving,14,2.1
Christian,serve,14,2.1
Christian,shelter,14,2.1
Christian,showing,14,2.1
Christian,smoke,14,2.1
Christian,solid,14,2.1
Christian,somethin,14,2.1
Christian,speaks,14,2.1
Christian,sunrise,14,2.1
Christian,taught,14,2.1
Christian,thy,14,2.1
Christian,track,14,2.1
Christian,window,14,2.1
Christian,wonderful,14,2.1
Christian,begun,13,2.0
Christian,bet,13,2.0
Christian,choir,13,2.0
Christian,chose,13,2.0
Christian,corner,13,2.0
Christian,crashing,13,2.0
Christian,david,13,2.0
Christian,dear,13,2.0
Christian,debt,13,2.0
Christian,distance,13,2.0
Christian,explain,13,2.0
Christian,fan,13,2.0
Christian,favor,13,2.0
Christian,feed,13,2.0
Christian,finding,13,2.0
Christian,fine,13,2.0
Christian,flesh,13,2.0
Christian,folk,13,2.0
Christian,foundation,13,2.0
Christian,grand,13,2.0
Christian,guilt,13,2.0
Christian,happen,13,2.0
Christian,hate,13,2.0
Christian,hero,13,2.0
Christian,he’s,13,2.0
Christian,hiding,13,2.0
Christian,judge,13,2.0
Christian,laid,13,2.0
Christian,learn,13,2.0
Christian,leaving,13,2.0
Christian,leg,13,2.0
Christian,line,13,2.0
Christian,mad,13,2.0
Christian,mike,13,2.0
Christian,missing,13,2.0
Christian,number,13,2.0
Christian,part,13,2.0
Christian,quit,13,2.0
Christian,record,13,2.0
Christian,remain,13,2.0
Christian,restore,13,2.0
Christian,revival,13,2.0
Christian,sister,13,2.0
Christian,spent,13,2.0
Christian,stranger,13,2.0
Christian,surely,13,2.0
Christian,surrounded,13,2.0
Christian,traduzione,13,2.0
Christian,veil,13,2.0
Christian,wickham,13,2.0
Christian,wing,13,2.0
Christian,worn,13,2.0
Christian,write,13,2.0
Christian,3,12,1.7999999999999998
Christian,block,12,1.7999999999999998
Christian,book,12,1.7999999999999998
Christian,brokenness,12,1.7999999999999998
Christian,cast,12,1.7999999999999998
Christian,chaos,12,1.7999999999999998
Christian,confidence,12,1.7999999999999998
Christian,conquered,12,1.7999999999999998
Christian,created,12,1.7999999999999998
Christian,crowd,12,1.7999999999999998
Christian,defeat,12,1.7999999999999998
Christian,defense,12,1.7999999999999998
Christian,desperation,12,1.7999999999999998
Christian,dirt,12,1.7999999999999998
Christian,drew,12,1.7999999999999998
Christian,evening,12,1.7999999999999998
Christian,fact,12,1.7999999999999998
Christian,famous,12,1.7999999999999998
Christian,finger,12,1.7999999999999998
Christian,firm,12,1.7999999999999998
Christian,fore,12,1.7999999999999998
Christian,guard,12,1.7999999999999998
Christian,hang,12,1.7999999999999998
Christian,healed,12,1.7999999999999998
Christian,heavenly,12,1.7999999999999998
Christian,height,12,1.7999999999999998
Christian,hoping,12,1.7999999999999998
Christian,john,12,1.7999999999999998
Christian,keeping,12,1.7999999999999998
Christian,laugh,12,1.7999999999999998
Christian,led,12,1.7999999999999998
Christian,loose,12,1.7999999999999998
Christian,men,12,1.7999999999999998
Christian,moses,12,1.7999999999999998
Christian,mе,12,1.7999999999999998
Christian,nah,12,1.7999999999999998
Christian,name,12,1.7999999999999998
Christian,nature,12,1.7999999999999998
Christian,order,12,1.7999999999999998
Christian,painted,12,1.7999999999999998
Christian,radio,12,1.7999999999999998
Christian,redeemer,12,1.7999999999999998
Christian,rescued,12,1.7999999999999998
Christian,restored,12,1.7999999999999998
Christian,rhythm,12,1.7999999999999998
Christian,rolling,12,1.7999999999999998
Christian,ruin,12,1.7999999999999998
Christian,runnin,12,1.7999999999999998
Christian,saviour,12,1.7999999999999998
Christian,scream,12,1.7999999999999998
Christian,seat,12,1.7999999999999998
Christian,shade,12,1.7999999999999998
Christian,shoe,12,1.7999999999999998
Christian,sick,12,1.7999999999999998
Christian,smith,12,1.7999999999999998
Christian,talkin,12,1.7999999999999998
Christian,tall,12,1.7999999999999998
Christian,thirst,12,1.7999999999999998
Christian,tide,12,1.7999999999999998
Christian,tough,12,1.7999999999999998
Christian,trade,12,1.7999999999999998
Christian,trip,12,1.7999999999999998
Christian,undone,12,1.7999999999999998
Christian,waking,12,1.7999999999999998
Christian,wander,12,1.7999999999999998
Christian,watchin,12,1.7999999999999998
Christian,yesterday,12,1.7999999999999998
Christian,ain’t,11,1.7000000000000002
Christian,anchor,11,1.7000000000000002
Christian,bar,11,1.7000000000000002
Christian,check,11,1.7000000000000002
Christian,circle,11,1.7000000000000002
Christian,clock,11,1.7000000000000002
Christian,counting,11,1.7000000000000002
Christian,cried,11,1.7000000000000002
Christian,deny,11,1.7000000000000002
Christian,destiny,11,1.7000000000000002
Christian,diamond,11,1.7000000000000002
Christian,dirty,11,1.7000000000000002
Christian,double,11,1.7000000000000002
Christian,evidence,11,1.7000000000000002
Christian,field,11,1.7000000000000002
Christian,finished,11,1.7000000000000002
Christian,flowing,11,1.7000000000000002
Christian,form,11,1.7000000000000002
Christian,formed,11,1.7000000000000002
Christian,fortress,11,1.7000000000000002
Christian,fought,11,1.7000000000000002
Christian,fountain,11,1.7000000000000002
Christian,glorious,11,1.7000000000000002
Christian,golden,11,1.7000000000000002
Christian,guy,11,1.7000000000000002
Christian,half,11,1.7000000000000002
Christian,heart's,11,1.7000000000000002
Christian,heartbreak,11,1.7000000000000002
Christian,hidden,11,1.7000000000000002
Christian,hole,11,1.7000000000000002
Christian,horizon,11,1.7000000000000002
Christian,legend,11,1.7000000000000002
Christian,lifting,11,1.7000000000000002
Christian,list,11,1.7000000000000002
Christian,lit,11,1.7000000000000002
Christian,love's,11,1.7000000000000002
Christian,majesty,11,1.7000000000000002
Christian,mission,11,1.7000000000000002
Christian,month,11,1.7000000000000002
Christian,older,11,1.7000000000000002
Christian,overwhelming,11,1.7000000000000002
Christian,passing,11,1.7000000000000002
Christian,person,11,1.7000000000000002
Christian,playin,11,1.7000000000000002
Christian,preacher,11,1.7000000000000002
Christian,press,11,1.7000000000000002
Christian,pulling,11,1.7000000000000002
Christian,pure,11,1.7000000000000002
Christian,realize,11,1.7000000000000002
Christian,return,11,1.7000000000000002
Christian,ring,11,1.7000000000000002
Christian,risen,11,1.7000000000000002
Christian,rush,11,1.7000000000000002
Christian,satisfy,11,1.7000000000000002
Christian,settle,11,1.7000000000000002
Christian,shattered,11,1.7000000000000002
Christian,shepherd,11,1.7000000000000002
Christian,simply,11,1.7000000000000002
Christian,singin,11,1.7000000000000002
Christian,skillet,11,1.7000000000000002
Christian,soldier,11,1.7000000000000002
Christian,something's,11,1.7000000000000002
Christian,stain,11,1.7000000000000002
Christian,stepped,11,1.7000000000000002
Christian,sum,11,1.7000000000000002
Christian,sword,11,1.7000000000000002
Christian,threw,11,1.7000000000000002
Christian,thе,11,1.7000000000000002
Christian,tree,11,1.7000000000000002
Christian,wasted,11,1.7000000000000002
Christian,watching,11,1.7000000000000002
Christian,wheel,11,1.7000000000000002
Christian,wife,11,1.7000000000000002
Christian,wishing,11,1.7000000000000002
Christian,workin,11,1.7000000000000002
Christian,writing,11,1.7000000000000002
Christian,ye,11,1.7000000000000002
Christian,you’ll,11,1.7000000000000002
Christian,2,10,1.5
Christian,agree,10,1.5
Christian,album,10,1.5
Christian,attention,10,1.5
Christian,belief,10,1.5
Christian,bend,10,1.5
Christian,breakthrough,10,1.5
Christian,bridge,10,1.5
Christian,car,10,1.5
Christian,christian,10,1.5
Christian,circumstance,10,1.5
Christian,claim,10,1.5
Christian,color,10,1.5
Christian,conversation,10,1.5
Christian,crumble,10,1.5
Christian,deal,10,1.5
Christian,difference,10,1.5
Christian,direction,10,1.5
Christian,drum,10,1.5
